|title|link|year|mon|date|contents
0|올겨울 코트 스타일|http://www.marieclairekorea.com/fashion/2020/12/shopping-list-outer-2/|2020|12|2020-12|['Tip! 길이가 짧은 퍼 재킷은 사랑스러운 무드를 살리는 게 핵심이다. 리본이나 베레로 포인트를 더하면 어떨까.', ' ', ' ', ' ', ' ', 'Tip! 애니멀 패턴의 퍼 코트는 최대한 강렬한 디자인을 고르는 게 관건이다.', ' ', ' ', ' ', ' ', 'Tip! 1980년대가 떠오르는 클래식한 디자인이 유행이다. 품이 넉넉한 코트를 골라 롱 드레스 위에 입어 매치해볼 것.', ' ', ' ', ' ', ' ', 'Tip! 밝고 사랑스러운 색이 좋다면 쇼트 재킷 스타일을, 차분한 색을 원한다면 롱 코트 스타일을 고르는 편이 좋다.', ' ', ' ', ' ', ' ', 'Tip! 우아한 이미지를 추구한다면 스카이블루나 베이지처럼 부드러운 색을, 스포티한 분위기의 소유자라면 블랙을 추천한다.', ' ', ' ', ' ', ' ', ' ', 'Tip! 보머 혹은 바이커 스타일의 시어링 재킷은 캐주얼하게 입을 때 진가를 발휘한다.', ' ', ' ', ' ']
1|따뜻하고 스타일리시한 패딩|http://www.marieclairekorea.com/fashion/2020/12/shopping-list-outer-1/|2020|12|2020-12|['Tip! 같은 퍼퍼 재킷이라도 뉴트럴 컬러가 더해지면 스타일리시한 느낌이 배가된다.', ' ', ' ', ' ', 'Tip! 장식이나 디테일, 퀼팅 없이 깔끔한 디자인이라면 퍼퍼 재킷도 모던하게 연출할 수 있다.', ' ', ' ', ' ', 'Tip! 개성을 살리고 싶다면 강렬한 패턴의 퍼퍼 재킷이 제격이다.', ' ', ' ', ' ', 'Tip! 칙칙한(?) 겨울옷이 지겹다면 과감한 원색 퍼퍼 재킷에 도전해보자.', ' ', ' ', ' ', 'Tip! 퀼트 퍼퍼는 허리를 묶어 연출하면 순식간에 포멀해진다.', ' ', ' ', ' ', 'Tip! 최대한 가벼운 것으로 선택하면 레이어드하기 쉽다.', ' ']
2|내 입술을 따뜻한 커피처럼|http://www.marieclairekorea.com/%ed%96%a5%ec%9e%a5/2020/12/coffee-with-warm-lips/|2020|12|2020-12|[' ', '겨울철 입술이 유독 갈라지고 건조한 이유는 무엇일까? 입술은 눈가와 마찬가지로 피부층이 다른 부분의 50% 정도로 얇아 날씨 변화에 매우 민감하다. 또 한파로부터 피부를 보호해줄 피지를 분비하지 못하고 땀샘도 없어서 쉽게 건조해진다. 그래서 지속적으로 유분과 수분을 채워주는 입술 보호제가 필요한 것. 그렇다면 수많은 제품 가운데 어떤 것을 골라야 할까?', '', ' ', '추운 날씨 탓이든 피부가 워낙 건조하기 때문이든 갈라지고 각질이 벗겨지는 입술은 신경 쓰이고 미관상으로도 좋지 않다. 그 때문인지 상비약처럼 립밤을 이것저것 구비해두는 사람들이 많다. 그렇지만 입 안으로 들어가기 쉬운 립 제품의 특성상 가장 중요한 것은 순하고 안전한 포뮬러. 민감한 입술에 자극이 될 수 있는 향료나 방부제 성분을 함유한 제품은 되도록 피한다. 다음으로 중요한 것은 유·수분 밸런스. 포레 피부과 이하은 원장은 이렇게 조언한다. “시어버터나 호호바씨 오일 같은 천연 성분을 함유한 제품을 고르는 것이 바람직해요. 피부 장벽 강화에 도움이 되는 세라마이드나 비타민 E를 함유한 제품도 좋죠.” 성분표를 확인해 천연 성분의 함량이 높거나 되도록 함유된 성분의 수가 적은 제품을 선택하는 것도 옳은 방법이다. 대표적인 것이 설화수의 에센셜 립세럼 스틱. 잣나무씨 오일, 동백나무씨 오일 등 천연 유래 성분이 들어 있어 메마른 느낌이 들 때 수시로 바르면 입술이 편안하고 촉촉하다.', '건강한 피부 관리의 시작은 클렌징에서부터! 입술도 예외는 아니다. 제아무리 좋은 보호제를 발라도 매일 하는 클렌징에 소홀하면 무용지물. 립 메이크업은 할 때만큼 지울 때에도 정성이 필요하다. 순한 리무버를 선택해 입술 위아래로 가볍게 움직이며 주름 사이사이까지 세심하게 지울 것. 일주일에 한 번은 스크럽제로 각질을 정돈하는 것도 잊지 말아야 한다. “입술 화장을 지울 때에는 전용 리무버에 적신 화장솜을 입술에 5초 정도 올려두었다가 닦아내야 자극이 없어요. 스크럽제로 각질을 제거하는 경우에는 샤워 후 입술이 말랑말랑할 때 하는 것이 가장 좋고요.” WE클리닉 조애경 원장의 꿀팁이다. 립 전용 마스크를 듬뿍 바르고 랩을 씌워두는 것도 효과적인 방법이다. 헤라의 립 폴리쉬 앤 마스크는 필링과 보습을 한꺼번에 할 수 있어 이것저것 하기 귀찮은 귀차니스트에게도 유용한 제품. 입술이 튼 경우에는 고마주 타입 필링제를 바르고 가볍게 문질러 묵은 각질을 걷어낸 다음 밤 타입 립 마스크로 영양을 듬뿍 채워주자. 시어버터와 무르무르 버터, 코코넛 버터 등 식물 성분이 입술을 촉촉하고 매끈하게 가꿔줄 것이다.', '당연한 이야기지만 입술도 늙는다. 30대에 접어들면 전반적인 혈액순환이 떨어지면서 앵두 같던 입술도 색이 칙칙해지고 잔주름도 많아지게 마련이다. 이러한 현상의 대표적인 원인은 피부의 영원한 적, 자외선. 얼굴과 몸에 열심히 선크림을 바르듯 입술도 자외선으로부터 보호할 필요가 있다. 심한 경우 다른 곳의 피부와 마찬가지로 자외선 노출로 인한 피부암이 생길 수도 있다. 이하은 원장은 “자외선 차단 기능을 갖춘 립 제품이 없다면 얼굴에 선크림을 바를 때 입술에도 신경 써서 바르는 것이 도움이 된다”고 조언한다. 자외선 차단 지수 SPF15 이상의 립밤을 챙겨 바르는 것이 이상적인 방법이지만, 컬러 제품 중에도 자외선 차단 기능을 갖춘 것이 있다. 한 연구 결과에 따르면 하루에 한 번 이상 불투명한 립스틱을 바르는 사람들은 그렇지 않은 사람들에 비해 구순암에 걸릴 위험이 현저히 낮다고 한다. 제품 컬러에 자외선을 차단하는 효과가 있어 암을 유발하는 태양광을 막아주기 때문이다. 다양한 컬러를 갖춘 헤라의 센슈얼 스파이시 누드 밤은 맑은 발색과 플럼핑 기능이 특징으로 화사한 컬러가 얼굴을 밝혀주고 일시적으로 입술의 주름을 펴 팽팽해 보이는 효과까지 기대할 수 있다.', '마스크가 찬 바람을 막아주어 올겨울엔 입술이 트는 일 없이 무사히 지나갈 것 같다면 큰 오산이다. “마스크를 쓰고 있으면 안에 따뜻한 공기가 갇히면서 온도와 습도가 올라갑니다. 이 때문에 마스크 속 피부는 항상 축축한 상태인데, 이는 입술에 계속 침을 바르고 있는 것과 같아요. 게다가 입 주변에 음식물이라도 묻은 경우에는 세균이 번식하기 쉽죠.” 조애경 원장은 이 같은 이유로 마스크를 쓰면 입술이 더 건조하고 트러블이 잦은 것이라고 설명한다. 평소 외출 전에 립밤을 발라 입술에 보호막을 씌우고 사람이 없는 곳에선 마스크를 잠시 벗어 바람이 통하게 하는 것이 해결책. 만일 증상이 심해 입 주변 피부가 간지럽고 따갑다면 염증이 생긴 것일 수 있으므로 서둘러 피부과를 찾아 진료를 받아야 한다.', ' ', ' ', ' ', ' ']
