title|link|date|cosmo_link|contents|category|title_name|check
'안광'이 있는 실물 갑 연예인, 티아라 지연 말고 또 누구?|http://v.media.daum.net/v/20201124145429159|2020.11.24|http://v.media.daum.net/v/20201124145429159?f=o|"[[], ['', '지연', ""재재가 꼽은 '실물 갑 연예인' 1위! 재재는 그 이유로 '지연은 안광이 있다'고 덧붙였다. 보는 사람들을 모두 빠져들게 만드는 매력적인 눈빛이 그 비결!"", '', '한예슬', ""'안광' 분야에서 둘째가라면 서러울 바로 이분! 사랑스러운 미소가 시그니처인 한예슬. 코스모폴리탄 12월 호 화보 커버를 장식한 그녀의 실물을 직접 본 패션 디렉터 김지후는 말했다. '눈에서 뿐 아니라 얼굴 전체에서 광채가 났어요. 눈이 부셨..!'"", '', '', '제니', '특유의 고양이 눈매로 팬심을 사로잡는 블랙핑크 제니 역시도 모두가 인정하는 안광의 소유자. 아이 메이크업으로 강렬하고 카리스마 있는 분위기부터 러블리한 느낌까지 다채로운 매력의 연출하는 안광 분야 갑이다.', '', '강민아', ""커다란 눈망울에 온전히 동그란 동공이 한가득, 레이저를 쏘는 듯 초롱초롱한 눈빛으로 신비로운 느낌을 주는 그녀. '어제 찍었어요~'라는 위트있는 멘트와 함께 그녀가 종종 인스타그램에 올리는 어린시절 사진에서도 '모태 안광'의 소유자임을 엿볼 수 있다.""]]"|CELEBS|0|0
뷔랑 제니가 즐겨하는 액세서리는?|http://v.media.daum.net/v/20201022093031943|2020.10.22|http://v.media.daum.net/v/20201022093031943?f=o|[['', '', '', '', '', '', '', '', '평소 방탄 뷔의 안목을 아는 사람이라면, 그가 한 액세서리를 유심히 살펴봤을 거야. 그중 최근 뷔가 자주하고 나오는 브랜드가 있어! 바로 빌헬미나 가르시아(Wilhelmina Garcia)!', '', '', '', '', '', '', '스페인 바르셀로나에 위치한 빌헬미나 가르시아는 디자이너 Rocio Canals에 의해 만들어졌어.', '', '', '', '', '', '', '그녀는 자신의 주얼리가 “하나의 주얼리 그 이상으로 특별한 메시지를 전달하는 도구가 되었으면 좋겠다”라고 말해. 그래서인지 그녀의 주얼리는 네 잎 클로버, 하트, 거북이 등 다양한 모양을 하고 있지.'], ['', '', '', '', '', '', '', '', '', '', '', '블랙핑크 제니도 발헬미나 가르시아의 액세서리를 즐겨해. 데이지꽃이 그려진 반지를 여러 공식석상에 하고 나오기도 했어.']]|FASHION|1|0
아이돌 모자 패션 다 모음|http://v.media.daum.net/v/20201022153721335|2020.10.22|http://v.media.daum.net/v/20201022153721335?f=o|[['「 Beret & Hunting Cap 」', '「 Beret & Hunting Cap 」', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '모자의 대세가 완전히 바뀐 가을, 왕좌를 차지한 건 베레모. 유럽 피레네 산맥 근처에서 쓰던 민속 모자였던 것이 군대로 번져 스페인, 영국, 프랑스 등 여러 나라에서 군모로 채용. 아이돌이 쓰면 성별, 나이 할 것 없이 사랑스러워진다.', '「 Bucket Hat & Fedora 」', '「 Bucket Hat & Fedora 」', '', '', '', '', '', '', '', '', '', '', '', '', '', '일명 ‘벙거지’ 트렌드는 아직 죽지 않았다. 최근 프라다 화보에 등장한 엑소 찬열은 패딩 재킷에 리네아 로사(빨강 선) 선명한 프라다 대표 아이템, 벙거지를 썼고 평소에도 벙거지를 즐겨 쓰는 트렌드 세터, 방탄소년단 제이홉은 최근 공개 사진에서 챙을 한껏 올려 쓴 게 스타일링 포인트. 세븐틴 디노와 버논, 펜타곤 키노는 블레이저에 벙거지 또는 페도라를 써 이탈리아 느와르 영화 분위기. 세븐틴은 이번 〈세미콜론〉 활동에서 대대적으로 페도라를 쓴 댄디 스타일을 공개할 전망. 평소 모자를 사랑하는 여자친구 엄지는 독특하게 트위드 소재 벙거지를, 슈퍼엠 활동에서 태용은 레트로 느낌 가득한 스트로 소재 보트 햇을 썼다.', '「 Baseball Cap 」', '「 Baseball Cap 」', '', '', '', '', '', '', '', '', '', '', '아이돌 하면 떠올랐던 야구모자는 올가을 기세가 약간 주춤한 상태. 그래도 힙합 대표 아이템이니 여러 그룹 활동에서 무대 의상으로 등장. 대표적으로 NCT U의 ‘미스핏’ 무대에서 여러 멤버가 착용했다. 제노는 MLB 모자를 긴 소매 위에 반소매 티셔츠를 입는 레이어드룩과 함께, 양양은 두건 위에 뒤로 돌려 쓴 전형적인 ’90년대 올드스쿨 힙합 스타일로 소화. 패셔니스타 세븐틴 디에잇은 구찌 야구모자를 약간 챙을 내려서 시크하게, CIX 용희는 반대로 챙을 완전히 올려서 귀엽게 썼다. 평소 야구모자 덕후이자 수집가인 마마무 문별은 네이버 나우 〈어벤걸스〉 때면 거의 쓰고 등장. 최근 티셔츠 로고와 버버리 야구모자의 컬러를 통일한 스타일리시한 룩을 공개했다.'], ['', '', '', '', '', '', '', '', '', '블랙핑크 제니는 꼭지까지 달린 클래식한 블랙 베레를 선택, 정석대로 약간 기울여 썼다. ‘립스틱 걸스’ 무대의 펑키 의상에 사랑스러움을 더하는 요소. 이달의 소녀 희진은 가장 군모에 가까운 구찌 베레를 쓴 모습이 포착. 드레스와는 상반된 스타일인데도 찰떡같이 어울리고 이번 앨범 〈미드나잇〉 활동에서 선보일 전망.', '남자도 베레를 쓰면 귀여워진다. 교복을 연상시키는 수트에 베레를 뒤로 넘겨 얹은 듯 쓴 세븐틴 도겸, 역시 이번 앨범 〈세미 콜론〉에 등장. 에버글로우 시현도 같은 방식인데 베레가 훨씬 커서 작은 얼굴이 더 돋보인다. 빨강 스커트와 컬러 통일. 오마이걸 승희의 선택은 베레 중에서도 ‘잇템’인 캉골. 위클리 먼데이는 유행 중인 럭비 셔츠의 스트라이프와 베레 컬러를 통일. 헌팅캡 덕후로 유명한 몬스타 엑스 민혁은 완전히 챙을 뒤로 돌려 써 귀여움 대 방출, 골든차일드 승민은 앞으로, 던은 뒤로 45도 기울여 방향도 개성 따라.', '', '', '', '', '', '', '', '', '', '', '', '']]|FASHION|0|0
블핑 과거 미공개 영상을 여기서 볼 수 있다고?|http://v.media.daum.net/v/20201015145934137|2020.10.15|http://v.media.daum.net/v/20201015145934137?f=o|[[], ['', '할리우드 감독이 만든 블핑 다큐 〈블랙핑크: 세상을 밝혀라〉', '넷플릭스에서는 어제(14일) 블랙핑크의 속내를 담은 다큐멘터리 〈블랙핑크: 세상을 밝혀라〉를 공개했다. 지수, 제니, 로제, 리사의 솔직 담백한 모습이 담긴 이번 다큐멘터리에서는 블랙핑크가 어떻게 세계적인 스타로 거듭날 수 있었는지 그 과정을 고스란히 보여준다. 각자 다른 나라에서 보냈던 유년 시절부터 지금까지, 여태 볼 수 없었던 미공개 비하인드 영상이 가득하다고! 흥미로운 건 할리우드 감독이 제작했다는 점이다. 한국인이 아닌 할리우드 감독이 바라본 블랙핑크와 K팝 문화는 어떨까?', '', '구글, 페이스북 사람들이 말하는 〈소셜딜레마〉', '구글, 페이스북, 핀터레스트 사람들이 말한다. “핸드폰을 멀리해야 합니다.” 소셜미디어를 만들어왔던 사람들이 이런 이야기를 하는 이유는 뭘까? 다큐멘터리 〈소셜딜레마〉에서는 우리가 몰랐던 핸드폰 뒤편의 세상을 적나라하게 보여준다. 소셜미디어의 고객은 사용자가 아닌 광고주라는 사실을 토대로 자본주의가 얼마나 소셜미디어를 좌지우지하는지를, 소셜미디어가 전 세계 인구를 얼마나 조종하는지를 실리콘밸리 사람들의 인터뷰를 통해 알려준다. 등골 오싹한 SNS의 실체를 알고 싶다면 지금 넷플릭스에서 검색해볼 것. 절로 핸드폰을 내려놓게 될 테니까.', '', '내 돈도 괜찮지 않을 수 있다 〈검은돈〉', '코로나19로 인해 경제가 흔들리면서 너도나도 주식 시장에 몰려들었다. 일명 ‘개미들’이 바글바글해진 이곳, 내 돈은 안전한 걸까? 넷플릭스 다큐멘터리 시리즈 〈검은돈〉에서는 아무 것도 맹신하지 말라는 메시지를 던지고 있다. 부패, 착취, 사기 등 부조리한 것들이 만연한 이 사회에서는 내 지갑과 생명이 안전하지 않다는 주장이다. 폭스바겐, HSBC은행, 트럼프, 웰스파고 등 미국 주요 회사와 인물들 사이에서 일어났던 사건을 시즌1, 2 총 12편에 걸쳐 보여준다. 내부고발자와 조력자의 이야기를 토대로 드러나는 무한한 금융 범죄, 오늘도 내 돈은 괜찮은 걸까?']]|LIFE|0|0
블랙핑크 멤버들의 실제 성격을 밝혀라|http://v.media.daum.net/v/20201014184113530|2020.10.14|http://v.media.daum.net/v/20201014184113530?f=o|[[], ['', '[블랙핑크: 세상을 밝혀라]는 레이디 가가, 테일러 스위프트 등 내로라하는 글로벌 아티스트를 중심으로 흥미로운 다큐멘터리를 선보여온 넷플릭스가 최초로 K-POP 그룹을 조명해 제작한 다큐멘터리다. 새로운 한류를 불러일으키고 있는 K-POP 그룹이 어떤 과정을 통해 발굴되고 성장하는 지를 전 세계 시청자들에게 소개한다. 이 글로벌한 프로젝트를 연출한 캐롤라인 서의 비하인드 인터뷰를 담았다.', '블랙핑크는 늘 진행 중인 프로젝트를 누설하지 않고 대중에게 신비감을 유지한다. 내부 관계자가 된 소감은 어땠는지? 다큐멘터리 제작에 대한 기밀 유지를 위해 어떤 식의 노력을 했는지?', '모든 다큐멘터리는 늘 기밀을 유지해야 하고 촬영 중인 내용을 외부에 유출하지 않기 때문에 그 부분은 평소와 다를 바 없으리라 생각했다. 그러다 블랙핑크의 일거수일투족에 사람들이 얼마나 관심이 많은지를 인지하게 됐다. 블랙핑크에 대해 공개되는 모든 정보는 매우 적지만, 멤버들은 언제나 무언가를 진행 중이었다. 그 부분이 매우 흥미로운 점이었는데, 대중에 공개하는 결과물 이외에도 블랙핑크는 끊임없이 달리고 있었다. 항상 새로운 노래를 시도해보고 최선의 선택을 위한 고민을 하느라 스튜디오를 떠나질 않는다는 인상을 받았다.', '촬영 당시 블랙핑크가 진행 중이던 작업은?', '당시에 블랙핑크는 지금 선보이는 곡들을 작업을 하는 중이었기 때문에 발매 훨씬 이전에 레이디 가가와 함께한 ‘사워캔디’를 듣는 과정을 촬영할 수 있었다. 올여름에 대히트한 그 곡을 공개되기 전에 먼저 들어볼 수 있었다는 사실이 정말 멋졌다.', '연습생 기간에 대해 깊이 얘기하는 부분에 대한 소감은?', '거부감 없이 얘기를 털어놔 줘서 놀랍고도 기뻤다. 어떻게 보면 [블랙핑크: 세상을 밝혀라]의 핵심이 바로 이것이다. 아주 어린 나이, 실제로는 소녀 시절부터 그 여정을 시작해 자신들의 의지 하나로 살아남고 이겨낸 것이니까. 데뷔할 당시 그들은 완벽하게 준비된 상태였다. 인터뷰 중 그 과정이 얼마나 힘들었는지에 대해 다들 얘길 했지만, 멤버 전원이 공통으로 한 말은 바로 ‘난 절대 그만두지 않을 거야’였다. 그들이 왜 특별한지 보여주는 부분이었다.', '', '지수는 맏언니로 멤버 중 유일하게 유년 시절을 한국에서 보낸 멤버인데.', '이번 다큐멘터리에서 본인이 말하듯이, 지수는 블랙핑크의 맏언니로서 그 역할을 충실히 해내며 모두를 챙기는 멤버다. 특히 지수에 대해 테디가 한 말이 정말 마음에 들었는데, “사람들은 지수가 book smart라고 생각하는데 사실 street smart다”라고 표현했다. 지수는 매우 차분하고, 조용한 강인함이 느껴진다. 누군가는 지수의 부드러움만 보고 내면의 힘을 과소평가할지 모르지만, 정말 강한 힘을 가진 사람이다.', '제니는 메인 래퍼로 비디오나 무대에서 카리스마를 내뿜는데, 무대 밖에서는 또 다르지 않나. 이번 작품에서 팬들에게 공개될 제니의 이면이 있다면?', '제니는 정말 솔직하다. 가식은 찾아볼 수가 없다. 있는 그대로를 말하는 점이 무척 인상 깊었다. 제니는 자신이 심하게 수줍어하는 성격이라고 얘기하는데 아마 많은 사람들이 듣고 놀랄 것 같다. 또 완벽주의자다. 촬영하는 내내 우리가 담을 이야기와 촬영할 장면들에 대해 많은 소통을 했다. 제니의 인터뷰 장면을 볼 때는 항상 즐거웠다. 단 한 순간도 계산적이지 않기 때문이다.', '', '한국계 호주인인 로제는 이번 다큐에서 상당한 성장을 보여주는데.', '로제는 의욕이 대단하다. 아티스트로서 성장하고자 하는 의지가 강하고 자신을 밀어붙이는 모습이 대단하다. 녹음 스튜디오에서 촬영한 부분이 있는데 그걸 다시 보면서 ‘와 정말 대단하다’ 소리가 나왔다. 우리가 촬영 중이었다는 걸 잊고 곡 작업에 완전히 몰입해있었다. 로제가 ‘항상 음악에 둘러싸여 있던 연습생 시절이 그립다’며 ‘이제는 다양한 시도를 해보려면 밤을 새워야만 한다’고 말하는 부분이 있는데, 그 한마디가 로제가 어떤 사람인지를 보여준다고 생각한다. 음악을 너무도 열렬히 사랑하는 사람이다.', '', '막내이자 팀의 분위기메이커인 리사에 대해 얘기한다면.', '리사는 성격이 정말 좋다. 멤버들 모두 리사에게 진심으로 고마운 마음을 가지고 있었고 리사 얘기를 할 때면 얼굴이 모두 환해졌다. 모두의 기분을 좋게 해주는 사람인 것 같고, 멤버들이 말하길 연습생 시절 모든 면에서 1등이었다고 한다. 뛰어난 유머 감각을 가지고 있고 자기 자신을 지나치게 심각하게 받아들이지 않는 성격이다. 스타가 된 지금도 편하게 농담을 던지는, 아주 편안한 성격의 소유자다.', '촬영할 당시, 블랙핑크는 폭발적인 인기를 끌게 될 2020년을 향해 기초를 다지는 중이었다. 당시 멤버들 스스로 커리어의 전환점을 맞게 될 거라는 예감이 들었는지?', '사실 다큐멘터리의 여러 질문이 “이제 성공을 이룬 상황에서…”로 시작했는데, 멤버들 모두 매우 진지하게 말하기를 ‘그렇게 생각하지 않는다’는 거였다. 아직도 성공을 향한 과정 중에 있다고 모두 생각했고, 아직 더 올라가고 싶고 더 경험하고 싶다고 했다. 제니의 말처럼, 그들은 아직 보여줄 게 많다. 대부분의 사람들은 ‘이만큼 성공했으니 그 이상을 해내야 해’라며 부담을 많이 느꼈을 텐데, 이들은 이 과정을 즐기고 있다는 생각이 들었다.', '멤버들 사이의 유대관계 또는 그 자매애에 대해 어떤 인상을 받았나.', '어떤 면에서 정말 자매 같았고, 사실상 거의 가족이었다. 멤버들 모두 그룹 내의 균형에 관해 얘기했다. 어떻게 보면 자신의 감정이나 기분, 사생활을 그룹에 맞춰가는 모습이 자기 자신을 비워내는 것과도 같았다. 멤버들은 모두 자신이 속해있는 이 작은 생태계를 민감하게 인지하고 있다. 모두 행복하고 건강하기를 원하고 서로에게 긍정적인 일들이 있기를 바라며, 이 그룹에 속한 이상 다른 멤버들에게 어떤 책임을 가지게 된 거라고 생각하고 있다.', '팬들이 이번 다큐멘터리를 통해 얻기 바라는 점은?', '사실 스토리는 단순하다. 어린 나이에 꿈을 향해 많은 노력과 가슴앓이를 하며 그 꿈을 이뤄가는 사람들의 이야기다. 모든 것을 쏟아붓고 이겨낸 사람들의 이야기는 늘 감동을 준다. 스타에 거는 기대는 늘 크기 마련이다. [블랙핑크: 세상을 밝혀라]를 통해 멤버들의 인간적인 모습이 전해졌으면 하고, 이들을 ‘다양한 면을 가진 사람들’로 봐주었으면 한다.']]|CELEBS|0|0
